OBJECTID,ID,Year,Reported Date,Occurred Date,Weekday,Hate Crime Type,Hate Crime Motivation,Hate Crime Status,Offence Category,Neighbourhood,Sector,Division,Census Tract,Ward,Councillor,Offence Type
105,104,2021,9/3/2021 12:00:00 AM,9/2/2021 12:00:00 AM,Thursday,Race/Ethnicity,Indigenous/Aboriginal,Hatecrime Happened,Mischief To Property,Stittsville,Sector 13,West,5050151.11,Ward 6 - Stittsville,Glen Gower,Criminal
106,105,2019,3/23/2019 12:00:00 AM,3/19/2019 12:00:00 AM,Tuesday,Religion,Jewish,Hatecrime Suspected,Mischief To Property,Dunrobin,Sector 11,West,5050160.09,Ward 5 - West Carleton-March,Clarke Kelly,Criminal
107,106,2022,8/3/2022 12:00:00 AM,8/1/2022 12:00:00 AM,Monday,Unknown,Unknown,Hatecrime Suspected,Mischief To Property,Bells Corners West,Sector 15,West,5050136.02,Ward 8 - College,Laine Johnson,Criminal
108,107,2023,2/16/2023 12:00:00 AM,2/16/2023 12:00:00 AM,Thursday,Religion,Jewish,Hatecrime Happened,Mischief To Property,Stittsville,Sector 13,West,5050151.05,Ward 6 - Stittsville,Glen Gower,Criminal
109,108,2022,6/25/2022 12:00:00 AM,6/25/2022 12:00:00 AM,Saturday,Religion,Jewish,Hatecrime Happened,Mischief To Property,Stittsville,Sector 13,West,5050151.04,Ward 6 - Stittsville,Glen Gower,Criminal
110,109,2022,5/11/2022 12:00:00 AM,5/10/2022 12:00:00 AM,Tuesday,Race/Ethnicity,Multiple Races/Ethnicities,Hatecrime Happened,Wilful Promotion Of Hatred,Corkery,Sector 11,West,5050300.02,Ward 5 - West Carleton-March,Clarke Kelly,Criminal
111,110,2022,5/10/2022 12:00:00 AM,5/10/2022 12:00:00 AM,Tuesday,Religion,Jewish,Hatecrime Happened,Wilful Promotion Of Hatred,Corkery,Sector 11,West,5050300.02,Ward 5 - West Carleton-March,Clarke Kelly,Criminal
112,111,2022,5/12/2022 12:00:00 AM,5/12/2022 12:00:00 AM,Thursday,Religion,Jewish,Hatecrime Happened,Wilful Promotion Of Hatred,Corkery,Sector 11,West,5050300.02,Ward 5 - West Carleton-March,Clarke Kelly,Criminal
113,112,2022,5/3/2022 12:00:00 AM,5/3/2022 12:00:00 AM,Tuesday,Race/Ethnicity,Multiple Races/Ethnicities,Hatecrime Happened,Wilful Promotion Of Hatred,Corkery,Sector 11,West,5050300.02,Ward 5 - West Carleton-March,Clarke Kelly,Criminal
114,113,2022,5/6/2022 12:00:00 AM,5/6/2022 12:00:00 AM,Friday,Race/Ethnicity,Multiple Races/Ethnicities,Hatecrime Happened,Assault Peace Officer Wpn- Cbh,Corkery,Sector 11,West,5050300.02,Ward 5 - West Carleton-March,Clarke Kelly,Criminal
115,114,2022,5/4/2022 12:00:00 AM,5/4/2022 12:00:00 AM,Wednesday,Race/Ethnicity,"Arab(West Asian,Middle Eastern and North African origins)",Hatecrime Happened,Threats Utter To Person,Corkery,Sector 11,West,5050300.02,Ward 5 - West Carleton-March,Clarke Kelly,Criminal
116,115,2022,3/22/2022 12:00:00 AM,3/22/2022 12:00:00 AM,Tuesday,Religion,Muslim (Islam),Hatecrime Suspected,Suspicious Circumstance( S),Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata North Business Park,Sector 13,West,5050160.15,Ward 4 - Kanata North,Cathy Curry,Non Criminal
117,116,2021,6/12/2021 12:00:00 AM,6/12/2021 12:00:00 AM,Saturday,Religion,Muslim (Islam),Hatecrime Suspected,Suspicious Circumstance( S),Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata North Business Park,Sector 13,West,5050160.15,Ward 4 - Kanata North,Cathy Curry,Non Criminal
118,117,2021,7/2/2021 12:00:00 AM,7/2/2021 12:00:00 AM,Friday,Unknown,Unknown,Hatecrime Happened,Dispute- Disturbance,Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata North Business Park,Sector 13,West,5050160.11,Ward 4 - Kanata North,Cathy Curry,Non Criminal
119,118,2021,3/10/2021 12:00:00 AM,3/10/2021 12:00:00 AM,Wednesday,Religion,Muslim (Islam),Hatecrime Happened,Indecent Acts,Bells Corners West,Sector 15,West,5050136.02,Ward 8 - College,Laine Johnson,Criminal
120,119,2022,10/18/2022 12:00:00 AM,10/17/2022 12:00:00 AM,Monday,Race/Ethnicity,Multiple Races/Ethnicities,Hatecrime Happened,Mischief To Property,Stittsville,Sector 13,West,5050151.05,Ward 6 - Stittsville,Glen Gower,Criminal
121,120,2023,10/23/2023 12:00:00 AM,10/17/2023 12:00:00 AM,Tuesday,Race/Ethnicity,Black,Hatecrime Happened,Mischief To Property,Stittsville,Sector 13,West,5050151.06,Ward 6 - Stittsville,Glen Gower,Criminal
122,121,2018,9/11/2018 12:00:00 AM,9/11/2018 12:00:00 AM,Tuesday,Religion,Muslim (Islam),Hatecrime Suspected,Mischief To Property,Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata North Business Park,Sector 13,West,5050160.15,Ward 23 - Kanata South,Allan Hubley,Criminal
123,122,2021,8/21/2021 12:00:00 AM,8/21/2021 12:00:00 AM,Saturday,Religion,Other Religion,Hatecrime Suspected,Mischief To Property,Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata North Business Park,Sector 13,West,5050160.15,Ward 23 - Kanata South,Allan Hubley,Criminal
124,123,2021,4/4/2021 12:00:00 AM,4/4/2021 12:00:00 AM,Sunday,Religion,Catholic,Hatecrime Happened,Mischief Hate Cultrl/ Rel Prop,Katimavik - Hazeldean,Sector 13,West,5050160.04,Ward 23 - Kanata South,Allan Hubley,Criminal
125,124,2021,3/14/2021 12:00:00 AM,3/14/2021 12:00:00 AM,Sunday,Religion,Catholic,Hatecrime Suspected,Mischief To Property,Katimavik - Hazeldean,Sector 13,West,5050160.04,Ward 23 - Kanata South,Allan Hubley,Criminal
126,125,2023,10/25/2023 12:00:00 AM,10/25/2023 12:00:00 AM,Wednesday,Race/Ethnicity,Chinese,Hatecrime Happened,Dispute- Neighbour,Bells Corners East,Sector 15,West,5050136.01,Ward 8 - College,Laine Johnson,Non Criminal
127,126,2019,9/24/2019 12:00:00 AM,9/23/2019 12:00:00 AM,Monday,Sexual Orientation,LGBTQ2+,Hatecrime Happened,Mischief To Property,Katimavik - Hazeldean,Sector 13,West,5050160.04,Ward 23 - Kanata South,Allan Hubley,Criminal
128,127,2023,8/27/2023 12:00:00 AM,8/27/2023 12:00:00 AM,Sunday,Race/Ethnicity,Black,Hatecrime Happened,Mischief To Property,Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata North Business Park,Sector 13,West,5050160.15,Ward 23 - Kanata South,Allan Hubley,Criminal
129,128,2018,11/27/2018 12:00:00 AM,11/27/2018 12:00:00 AM,Tuesday,Religion,Jewish,Hatecrime Happened,Mischief To Property,Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata North Business Park,Sector 13,West,5050160.15,Ward 23 - Kanata South,Allan Hubley,Criminal
130,129,2020,8/12/2020 12:00:00 AM,8/7/2020 12:00:00 AM,Friday,Race/Ethnicity,Indigenous/Aboriginal,Hatecrime Happened,Mischief To Property,Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata North Business Park,Sector 13,West,5050160.15,Ward 23 - Kanata South,Allan Hubley,Criminal
131,130,2020,3/28/2020 12:00:00 AM,3/28/2020 12:00:00 AM,Saturday,Religion,Jewish,Hatecrime Happened,Mischief To Property,Glen Cairn - Kanata South Business Park,Sector 13,West,5050162.02,Ward 23 - Kanata South,Allan Hubley,Criminal
132,131,2020,3/22/2020 12:00:00 AM,3/22/2020 12:00:00 AM,Sunday,Religion,Jewish,Hatecrime Happened,Mischief To Property,Glen Cairn - Kanata South Business Park,Sector 13,West,5050162.02,Ward 23 - Kanata South,Allan Hubley,Criminal
133,132,2020,3/23/2020 12:00:00 AM,3/23/2020 12:00:00 AM,Monday,Religion,Jewish,Hatecrime Happened,Mischief To Property,Glen Cairn - Kanata South Business Park,Sector 13,West,5050162.02,Ward 23 - Kanata South,Allan Hubley,Criminal
134,133,2021,4/16/2021 12:00:00 AM,4/16/2021 12:00:00 AM,Friday,Gender,Woman,Hatecrime Suspected,Dispute Partner ( No Charges),Dunrobin,Sector 11,West,5050160.09,Ward 5 - West Carleton-March,Clarke Kelly,Non Criminal
135,134,2023,2/8/2023 12:00:00 AM,2/8/2023 12:00:00 AM,Wednesday,Religion,Jewish,Hatecrime Happened,Mischief To Property,Bells Corners East,Sector 15,West,5050136.01,Ward 8 - College,Laine Johnson,Criminal
136,135,2023,6/12/2023 12:00:00 AM,5/25/2023 12:00:00 AM,Thursday,Sexual Orientation,LGBTQ2+,Hatecrime Suspected,Harass Harrassment,Bells Corners East,Sector 15,West,5050136.01,Ward 8 - College,Laine Johnson,Non Criminal
137,136,2023,6/28/2023 12:00:00 AM,12/28/2022 12:00:00 AM,Wednesday,Unknown,Unknown,Hatecrime Suspected,Cyber Bullying/ Harassment,Bayshore,Sector 14,West,5050029.00,Ward 7 - Bay,Theresa Kavanagh,Non Criminal
138,137,2023,10/18/2023 12:00:00 AM,10/18/2023 12:00:00 AM,Wednesday,Religion,Jewish,Hatecrime Happened,Harass Crim Stalking,Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata North Business Park,Sector 13,West,5050160.15,Ward 4 - Kanata North,Cathy Curry,Criminal
139,138,2023,6/21/2023 12:00:00 AM,6/21/2023 12:00:00 AM,Wednesday,Sexual Orientation,LGBTQ2+,Hatecrime Happened,Mischief To Property,Bayshore,Sector 14,West,5050138.00,Ward 7 - Bay,Theresa Kavanagh,Criminal
140,139,2022,6/16/2022 12:00:00 AM,6/16/2022 12:00:00 AM,Thursday,Race/Ethnicity,"Arab(West Asian,Middle Eastern and North African origins)",Hatecrime Happened,Assault Level 1,Bayshore,Sector 14,West,5050138.00,Ward 7 - Bay,Theresa Kavanagh,Criminal
141,140,2022,1/4/2022 12:00:00 AM,12/20/2021 12:00:00 AM,Monday,Race/Ethnicity,Other race/ethnicity,Hatecrime Happened,Mischief To Property,Katimavik - Hazeldean,Sector 13,West,5050160.04,Ward 23 - Kanata South,Allan Hubley,Criminal
142,141,2023,10/3/2023 12:00:00 AM,10/3/2023 12:00:00 AM,Tuesday,Race/Ethnicity,"India,Pakistan/South Asian",Hatecrime Suspected,B&e Residential Property,Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata North Business Park,Sector 13,West,5050160.12,Ward 4 - Kanata North,Cathy Curry,Criminal
143,142,2022,1/1/2022 12:00:00 AM,1/1/2022 12:00:00 AM,Saturday,Religion,Jewish,Hatecrime Happened,Mischief To Property,Katimavik - Hazeldean,Sector 13,West,5050160.04,Ward 23 - Kanata South,Allan Hubley,Criminal
144,143,2020,8/2/2020 12:00:00 AM,8/1/2020 12:00:00 AM,Saturday,Race/Ethnicity,Black,Hatecrime Suspected,Theft < $5000,Glen Cairn - Kanata South Business Park,Sector 13,West,5050162.03,Ward 23 - Kanata South,Allan Hubley,Criminal
145,144,2020,8/1/2020 12:00:00 AM,7/31/2020 12:00:00 AM,Friday,Race/Ethnicity,Black,Hatecrime Suspected,Theft < $5000,Glen Cairn - Kanata South Business Park,Sector 13,West,5050162.03,Ward 23 - Kanata South,Allan Hubley,Criminal
146,145,2021,6/8/2021 12:00:00 AM,6/8/2021 12:00:00 AM,Tuesday,Sexual Orientation,LGBTQ2+,Hatecrime Suspected,Suspicious Circumstance( S),Glen Cairn - Kanata South Business Park,Sector 13,West,5050162.03,Ward 23 - Kanata South,Allan Hubley,Non Criminal
147,146,2018,7/10/2018 12:00:00 AM,7/9/2018 12:00:00 AM,Monday,Race/Ethnicity,Black,Hatecrime Happened,Mischief To Property,Glen Cairn - Kanata South Business Park,Sector 13,West,5050162.02,Ward 23 - Kanata South,Allan Hubley,Criminal
148,147,2021,2/4/2021 12:00:00 AM,2/4/2021 12:00:00 AM,Thursday,Religion,Jewish,Hatecrime Suspected,Mischief To Property,Glen Cairn - Kanata South Business Park,Sector 13,West,5050162.02,Ward 6 - Stittsville,Glen Gower,Criminal
149,148,2020,6/22/2020 12:00:00 AM,6/22/2020 12:00:00 AM,Monday,Race/Ethnicity,Black,Hatecrime Happened,Dispute- Disturbance,Katimavik - Hazeldean,Sector 13,West,5050160.06,Ward 4 - Kanata North,Cathy Curry,Non Criminal
150,149,2018,7/21/2018 12:00:00 AM,7/21/2018 12:00:00 AM,Saturday,Religion,Jewish,Hatecrime Happened,Mischief To Property,Glen Cairn - Kanata South Business Park,Sector 13,West,5050162.03,Ward 23 - Kanata South,Allan Hubley,Criminal
151,150,2023,5/23/2023 12:00:00 AM,5/19/2023 12:00:00 AM,Friday,Sexual Orientation,LGBTQ2+,Hatecrime Happened,Mischief To Property,Glen Cairn - Kanata South Business Park,Sector 13,West,5050162.04,Ward 23 - Kanata South,Allan Hubley,Criminal
152,151,2019,12/23/2019 12:00:00 AM,12/23/2019 12:00:00 AM,Monday,Race/Ethnicity,Other race/ethnicity,Hatecrime Suspected,Threats Utter To Person,Glen Cairn - Kanata South Business Park,Sector 13,West,5050162.04,Ward 23 - Kanata South,Allan Hubley,Criminal
153,152,2021,1/14/2021 12:00:00 AM,1/14/2021 12:00:00 AM,Thursday,Religion,Jewish,Hatecrime Happened,Mischief To Property,Stittsville,Sector 13,West,5050151.10,Ward 6 - Stittsville,Glen Gower,Criminal
154,153,2020,9/23/2020 12:00:00 AM,9/15/2020 12:00:00 AM,Tuesday,Race/Ethnicity,Black,Hatecrime Happened,Information ( General),Stittsville,Sector 13,West,5050151.05,Ward 6 - Stittsville,Glen Gower,Non Criminal
155,154,2020,9/4/2020 12:00:00 AM,9/4/2020 12:00:00 AM,Friday,Sexual Orientation,LGBTQ2+,Hatecrime Happened,Mischief To Property,Stittsville,Sector 13,West,5050151.06,Ward 6 - Stittsville,Glen Gower,Criminal
156,155,2023,8/7/2023 12:00:00 AM,8/7/2023 12:00:00 AM,Monday,Race/Ethnicity,Black,Hatecrime Happened,Dispute- Disturbance,Glen Cairn - Kanata South Business Park,Sector 13,West,5050162.02,Ward 23 - Kanata South,Allan Hubley,Non Criminal
157,156,2023,10/17/2023 12:00:00 AM,10/15/2023 12:00:00 AM,Sunday,Race/Ethnicity,Black,Hatecrime Happened,Mischief To Property,Briar Green - Leslie Park,Sector 15,West,5050137.02,Ward 8 - College,Laine Johnson,Criminal
158,157,2023,10/20/2023 12:00:00 AM,10/20/2023 12:00:00 AM,Friday,Religion,Jewish,Hatecrime Happened,Mischief To Property,Briar Green - Leslie Park,Sector 15,West,5050137.02,Ward 8 - College,Laine Johnson,Criminal
159,158,2021,7/11/2021 12:00:00 AM,7/9/2021 12:00:00 AM,Friday,Sexual Orientation,Unknown sexual orientation,Hatecrime Happened,Theft < $5000,Whitehaven - Queensway Terrace North,Sector 14,West,5050028.00,Ward 7 - Bay,Theresa Kavanagh,Criminal
160,159,2020,9/4/2020 12:00:00 AM,9/4/2020 12:00:00 AM,Friday,Race/Ethnicity,Black,Hatecrime Happened,Mischief To Property,Whitehaven - Queensway Terrace North,Sector 14,West,5050028.00,Ward 7 - Bay,Theresa Kavanagh,Criminal
161,160,2020,10/13/2020 12:00:00 AM,10/12/2020 12:00:00 AM,Monday,Religion,Jewish,Hatecrime Happened,Mischief To Property,Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata North Business Park,Sector 13,West,5050160.15,Ward 4 - Kanata North,Cathy Curry,Criminal
162,161,2023,9/8/2023 12:00:00 AM,9/8/2023 12:00:00 AM,Friday,Race/Ethnicity,"India,Pakistan/South Asian",Hatecrime Suspected,Threats Utter To Person,Katimavik - Hazeldean,Sector 13,West,5050160.04,Ward 23 - Kanata South,Allan Hubley,Criminal
163,162,2021,9/9/2021 12:00:00 AM,9/8/2021 12:00:00 AM,Wednesday,Race/Ethnicity,Other race/ethnicity,Hatecrime Happened,Mischief To Property,Stittsville,Sector 13,West,5050151.04,Ward 6 - Stittsville,Glen Gower,Criminal
164,163,2018,8/16/2018 12:00:00 AM,8/16/2018 12:00:00 AM,Thursday,Religion,Muslim (Islam),Hatecrime Happened,Mischief To Property,Bridlewood - Emerald Meadows,Sector 13,West,5050161.03,Ward 23 - Kanata South,Allan Hubley,Criminal
165,164,2020,8/18/2020 12:00:00 AM,8/13/2020 12:00:00 AM,Thursday,Race/Ethnicity,Black,Hatecrime Suspected,Theft < $5000,Glen Cairn - Kanata South Business Park,Sector 13,West,5050162.03,Ward 23 - Kanata South,Allan Hubley,Criminal
166,165,2020,8/18/2020 12:00:00 AM,7/22/2020 12:00:00 AM,Wednesday,Race/Ethnicity,Black,Hatecrime Happened,Theft < $5000,Glen Cairn - Kanata South Business Park,Sector 13,West,5050162.03,Ward 23 - Kanata South,Allan Hubley,Criminal
167,166,2020,8/17/2020 12:00:00 AM,7/13/2020 12:00:00 AM,Monday,Race/Ethnicity,Black,Hatecrime Happened,Theft < $5000,Glen Cairn - Kanata South Business Park,Sector 13,West,5050162.03,Ward 23 - Kanata South,Allan Hubley,Criminal
168,167,2020,8/18/2020 12:00:00 AM,8/1/2020 12:00:00 AM,Saturday,Race/Ethnicity,Black,Hatecrime Happened,Theft < $5000,Glen Cairn - Kanata South Business Park,Sector 13,West,5050162.03,Ward 23 - Kanata South,Allan Hubley,Criminal
169,168,2020,8/18/2020 12:00:00 AM,8/13/2020 12:00:00 AM,Thursday,Race/Ethnicity,Black,Hatecrime Happened,Mischief To Property,Glen Cairn - Kanata South Business Park,Sector 13,West,5050162.03,Ward 23 - Kanata South,Allan Hubley,Criminal
170,169,2020,8/18/2020 12:00:00 AM,8/17/2020 12:00:00 AM,Monday,Race/Ethnicity,Black,Hatecrime Happened,Theft < $5000,Glen Cairn - Kanata South Business Park,Sector 13,West,5050162.03,Ward 23 - Kanata South,Allan Hubley,Criminal
171,170,2018,7/19/2018 12:00:00 AM,7/19/2018 12:00:00 AM,Thursday,Race/Ethnicity,Multiple Races/Ethnicities,Hatecrime Happened,Mischief To Property,Katimavik - Hazeldean,Sector 13,West,5050160.06,Ward 23 - Kanata South,Allan Hubley,Criminal
172,171,2018,4/3/2018 12:00:00 AM,4/2/2018 12:00:00 AM,Monday,Religion,Jewish,Hatecrime Happened,Mischief To Property,Qualicum - Redwood Park,Sector 15,West,5050027.00,Ward 8 - College,Laine Johnson,Criminal
173,172,2018,7/4/2018 12:00:00 AM,7/3/2018 12:00:00 AM,Tuesday,Religion,Jewish,Hatecrime Happened,Mischief To Property,Glen Cairn - Kanata South Business Park,Sector 13,West,5050162.03,Ward 23 - Kanata South,Allan Hubley,Criminal
174,173,2019,8/4/2019 12:00:00 AM,8/4/2019 12:00:00 AM,Sunday,Religion,Jewish,Hatecrime Happened,Mischief To Property,Glen Cairn - Kanata South Business Park,Sector 13,West,5050162.03,Ward 23 - Kanata South,Allan Hubley,Criminal
175,174,2021,6/27/2021 12:00:00 AM,6/27/2021 12:00:00 AM,Sunday,Religion,Muslim (Islam),Hatecrime Suspected,Dispute- Disturbance,Beaverbrook,Sector 13,West,5050160.02,Ward 4 - Kanata North,Cathy Curry,Non Criminal
176,175,2021,5/27/2021 12:00:00 AM,5/23/2021 12:00:00 AM,Sunday,Race/Ethnicity,White,Hatecrime Suspected,Dispute- Neighbour,Whitehaven - Queensway Terrace North,Sector 14,West,5050028.00,Ward 7 - Bay,Theresa Kavanagh,Non Criminal
177,176,2018,7/18/2018 12:00:00 AM,7/16/2018 12:00:00 AM,Monday,Race/Ethnicity,Black,Hatecrime Happened,Mischief To Property,Bridlewood - Emerald Meadows,Sector 13,West,5050161.04,Ward 23 - Kanata South,Allan Hubley,Criminal
178,177,2021,3/30/2021 12:00:00 AM,3/29/2021 12:00:00 AM,Monday,Race/Ethnicity,Indigenous/Aboriginal,Hatecrime Suspected,Dispute- Civil,Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata North Business Park,Sector 13,West,5050160.13,Ward 4 - Kanata North,Cathy Curry,Non Criminal
179,178,2023,3/13/2023 12:00:00 AM,3/13/2023 12:00:00 AM,Monday,Religion,Jewish,Hatecrime Happened,Wilful Promotion Of Hatred,Glen Cairn - Kanata South Business Park,Sector 13,West,5050162.04,Ward 23 - Kanata South,Allan Hubley,Criminal
180,179,2020,4/18/2020 12:00:00 AM,4/17/2020 12:00:00 AM,Friday,Race/Ethnicity,East and Southeast Asian,Hatecrime Happened,Mischief To Property,Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata North Business Park,Sector 13,West,5050160.11,Ward 4 - Kanata North,Cathy Curry,Criminal
181,180,2022,8/22/2022 12:00:00 AM,8/1/2022 12:00:00 AM,Monday,Religion,Jewish,Hatecrime Suspected,Mischief To Property,Katimavik - Hazeldean,Sector 13,West,5050160.06,Ward 4 - Kanata North,Cathy Curry,Criminal
182,181,2021,4/18/2021 12:00:00 AM,4/18/2021 12:00:00 AM,Sunday,Race/Ethnicity,"Arab(West Asian,Middle Eastern and North African origins)",Hatecrime Happened,"Disturbance Causing, Loiter Etc",Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata North Business Park,Sector 13,West,5050160.13,Ward 4 - Kanata North,Cathy Curry,Criminal
183,182,2020,7/22/2020 12:00:00 AM,7/22/2020 12:00:00 AM,Wednesday,Race/Ethnicity,Multiple Races/Ethnicities,Hatecrime Happened,Mischief To Property,Woodroffe - Lincoln Heights,Sector 14,West,5050031.00,Ward 7 - Bay,Theresa Kavanagh,Criminal
184,183,2024,1/14/2024 12:00:00 AM,1/14/2024 12:00:00 AM,Sunday,Gender,LGBTQ2+,Hatecrime Happened,Harass Communications,Woodroffe - Lincoln Heights,Sector 14,West,5050031.00,Ward 7 - Bay,Theresa Kavanagh,Criminal
185,184,2022,10/8/2022 12:00:00 AM,10/8/2022 12:00:00 AM,Saturday,Race/Ethnicity,Unknown race/ethnicity,Hatecrime Suspected,Suspicious Calls,Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata North Business Park,Sector 13,West,5050160.13,Ward 4 - Kanata North,Cathy Curry,Non Criminal
186,185,2022,3/10/2022 12:00:00 AM,3/9/2022 12:00:00 AM,Wednesday,Race/Ethnicity,East and Southeast Asian,Hatecrime Happened,Mischief To Property,Bridlewood - Emerald Meadows,Sector 13,West,5050161.03,Ward 23 - Kanata South,Allan Hubley,Criminal
187,186,2018,8/9/2018 12:00:00 AM,8/9/2018 12:00:00 AM,Thursday,Race/Ethnicity,Multiple Races/Ethnicities,Hatecrime Happened,Mischief To Property,Stittsville,Sector 13,West,5050151.04,Ward 6 - Stittsville,Glen Gower,Criminal
188,187,2023,5/4/2023 12:00:00 AM,5/4/2023 12:00:00 AM,Thursday,Religion,Jewish,Hatecrime Happened,Mischief To Property,Stittsville,Sector 13,West,5050151.04,Ward 6 - Stittsville,Glen Gower,Criminal
189,188,2022,12/5/2022 12:00:00 AM,12/5/2022 12:00:00 AM,Monday,Race/Ethnicity,Black,Hatecrime Happened,Mischief To Property,Stittsville,Sector 13,West,5050151.04,Ward 6 - Stittsville,Glen Gower,Criminal
190,189,2023,11/9/2023 12:00:00 AM,10/31/2023 12:00:00 AM,Tuesday,Race/Ethnicity,Other race/ethnicity,Hatecrime Happened,Mischief To Property,Stittsville,Sector 13,West,5050151.11,Ward 6 - Stittsville,Glen Gower,Criminal
191,190,2022,4/27/2022 12:00:00 AM,4/27/2021 12:00:00 AM,Tuesday,Race/Ethnicity,Black,Hatecrime Suspected,Dispute- Disturbance,Whitehaven - Queensway Terrace North,Sector 14,West,5050025.00,Ward 7 - Bay,Theresa Kavanagh,Non Criminal
192,191,2023,8/25/2023 12:00:00 AM,8/25/2023 12:00:00 AM,Friday,Religion,Muslim (Islam),Hatecrime Happened,Dispute- Disturbance,Bridlewood - Emerald Meadows,Sector 13,West,5050161.06,Ward 23 - Kanata South,Allan Hubley,Non Criminal
193,192,2018,7/9/2018 12:00:00 AM,7/6/2018 12:00:00 AM,Friday,Religion,Jewish,Hatecrime Happened,Mischief To Property,Bridlewood - Emerald Meadows,Sector 13,West,5050161.05,Ward 23 - Kanata South,Allan Hubley,Criminal
194,193,2022,7/20/2022 12:00:00 AM,7/20/2022 12:00:00 AM,Wednesday,Race/Ethnicity,Black,Hatecrime Happened,Assault With Weapon Or Cbh Lv2,Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata North Business Park,Sector 13,West,5050160.07,Ward 4 - Kanata North,Cathy Curry,Criminal
